,ResNet50,Label
6950,[0.        0.        0.        ... 0.0092017 0.        0.       ],Cats
6951,[0. 0. 0. ... 0. 0. 0.],Dogs
6952,[0. 0. 0. ... 0. 0. 0.],Cats
6953,[0.         0.         0.         ... 0.01189597 0.         0.        ],Cats
6954,[0. 0. 0. ... 0. 0. 0.],Dogs
6955,[0. 0. 0. ... 0. 0. 0.],Cats
6956,[0.         0.         0.         ... 0.01328808 0.         0.        ],Cats
6957,[0.         0.         0.         ... 0.         0.         0.00064085],Cats
6958,[0. 0. 0. ... 0. 0. 0.],Cats
6959,[0.         0.         0.         ... 0.00927873 0.         0.        ],Cats
6960,[0.         0.         0.         ... 0.00530002 0.         0.00122328],Cats
6961,[0.        0.        0.0016956 ... 0.        0.        0.       ],Cats
6962,[0. 0. 0. ... 0. 0. 0.],Cats
6963,[0.         0.         0.         ... 0.00015663 0.         0.        ],Dogs
6964,[0. 0. 0. ... 0. 0. 0.],Cats
6965,[0.         0.         0.         ... 0.00191102 0.         0.        ],Dogs
6966,[0. 0. 0. ... 0. 0. 0.],Dogs
6967,[0.         0.         0.         ... 0.         0.         0.00046224],Cats
6968,[0.         0.         0.         ... 0.         0.         0.00362825],Dogs
6969,[0.         0.         0.         ... 0.         0.00064247 0.        ],Cats
6970,[0. 0. 0. ... 0. 0. 0.],Cats
6971,[0.00015684 0.         0.         ... 0.00031597 0.         0.        ],Dogs
6972,[0. 0. 0. ... 0. 0. 0.],Cats
6973,[0.         0.00067714 0.         ... 0.02546629 0.         0.        ],Dogs
6974,[0.         0.         0.         ... 0.         0.         0.00248907],Dogs
6975,[0.         0.         0.         ... 0.         0.         0.01099964],Cats
6976,[0. 0. 0. ... 0. 0. 0.],Dogs
6977,[0.         0.         0.         ... 0.         0.         0.00172119],Dogs
6978,[0. 0. 0. ... 0. 0. 0.],Dogs
6979,[0. 0. 0. ... 0. 0. 0.],Dogs
6980,[0.         0.00467951 0.         ... 0.         0.         0.        ],Cats
6981,[0. 0. 0. ... 0. 0. 0.],Dogs
6982,[0. 0. 0. ... 0. 0. 0.],Dogs
6983,[0.         0.         0.         ... 0.         0.         0.00058575],Cats
6984,[0. 0. 0. ... 0. 0. 0.],Cats
6985,[0. 0. 0. ... 0. 0. 0.],Dogs
6986,[0. 0. 0. ... 0. 0. 0.],Dogs
6987,[0. 0. 0. ... 0. 0. 0.],Dogs
6988,[0. 0. 0. ... 0. 0. 0.],Cats
6989,[0.00583247 0.         0.         ... 0.         0.         0.        ],Cats
6990,[0.         0.00062102 0.         ... 0.         0.         0.        ],Cats
6991,[0. 0. 0. ... 0. 0. 0.],Dogs
6992,[0. 0. 0. ... 0. 0. 0.],Cats
6993,[0. 0. 0. ... 0. 0. 0.],Dogs
6994,[0. 0. 0. ... 0. 0. 0.],Dogs
6995,[0. 0. 0. ... 0. 0. 0.],Cats
6996,[0.         0.         0.         ... 0.         0.00535896 0.        ],Cats
6997,[0. 0. 0. ... 0. 0. 0.],Cats
6998,[0. 0. 0. ... 0. 0. 0.],Dogs
6999,[0.         0.         0.         ... 0.         0.         0.00547289],Dogs
7000,[0. 0. 0. ... 0. 0. 0.],Cats
7001,[0. 0. 0. ... 0. 0. 0.],Cats
7002,[0. 0. 0. ... 0. 0. 0.],Cats
7003,[0.         0.00149098 0.         ... 0.         0.         0.        ],Cats
7004,[0. 0. 0. ... 0. 0. 0.],Cats
7005,[0.         0.         0.         ... 0.         0.         0.00474983],Dogs
7006,[0. 0. 0. ... 0. 0. 0.],Dogs
7007,[0. 0. 0. ... 0. 0. 0.],Dogs
7008,[0. 0. 0. ... 0. 0. 0.],Cats
7009,[0. 0. 0. ... 0. 0. 0.],Cats
7010,[0.         0.         0.         ... 0.         0.         0.00242893],Dogs
7011,[0. 0. 0. ... 0. 0. 0.],Dogs
7012,[0. 0. 0. ... 0. 0. 0.],Dogs
7013,[0. 0. 0. ... 0. 0. 0.],Cats
7014,[0. 0. 0. ... 0. 0. 0.],Cats
7015,[0. 0. 0. ... 0. 0. 0.],Dogs
7016,[0.         0.         0.00081368 ... 0.         0.         0.        ],Dogs
7017,[0.00070961 0.         0.         ... 0.         0.         0.        ],Dogs
7018,[0. 0. 0. ... 0. 0. 0.],Dogs
7019,[0. 0. 0. ... 0. 0. 0.],Cats
7020,[0.         0.         0.         ... 0.         0.00041956 0.        ],Dogs
7021,[0. 0. 0. ... 0. 0. 0.],Dogs
7022,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.25841774e-05
 0.00000000e+00 0.00000000e+00]",Dogs
7023,[0. 0. 0. ... 0. 0. 0.],Dogs
7024,[0.         0.         0.         ... 0.         0.         0.00044342],Cats
7025,[0. 0. 0. ... 0. 0. 0.],Dogs
7026,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 9.54885681e-05]",Dogs
7027,[0. 0. 0. ... 0. 0. 0.],Dogs
7028,[0. 0. 0. ... 0. 0. 0.],Dogs
7029,[0.00019314 0.         0.         ... 0.         0.         0.        ],Cats
7030,[0. 0. 0. ... 0. 0. 0.],Dogs
7031,[0. 0. 0. ... 0. 0. 0.],Dogs
7032,[0. 0. 0. ... 0. 0. 0.],Dogs
7033,[0. 0. 0. ... 0. 0. 0.],Dogs
7034,[0. 0. 0. ... 0. 0. 0.],Dogs
7035,[0. 0. 0. ... 0. 0. 0.],Cats
7036,[0. 0. 0. ... 0. 0. 0.],Cats
7037,[0. 0. 0. ... 0. 0. 0.],Dogs
7038,[0. 0. 0. ... 0. 0. 0.],Cats
7039,[0. 0. 0. ... 0. 0. 0.],Dogs
7040,[0. 0. 0. ... 0. 0. 0.],Dogs
7041,[0. 0. 0. ... 0. 0. 0.],Dogs
7042,[0. 0. 0. ... 0. 0. 0.],Cats
7043,[0.         0.         0.         ... 0.00021262 0.         0.        ],Cats
7044,[0. 0. 0. ... 0. 0. 0.],Cats
7045,[0. 0. 0. ... 0. 0. 0.],Dogs
7046,[0. 0. 0. ... 0. 0. 0.],Dogs
7047,"[0.00000000e+00 8.30556654e-05 0.00000000e+00 ... 0.00000000e+00
 4.85317833e-03 6.49859370e-03]",Dogs
7048,[0.         0.00221831 0.0042618  ... 0.01385553 0.00075819 0.        ],Cats
7049,[0.         0.00178636 0.         ... 0.         0.         0.        ],Cats
7050,[0. 0. 0. ... 0. 0. 0.],Cats
7051,[0. 0. 0. ... 0. 0. 0.],Dogs
7052,[0. 0. 0. ... 0. 0. 0.],Cats
7053,[0.         0.         0.         ... 0.00610546 0.         0.        ],Dogs
7054,[0.         0.         0.         ... 0.00294535 0.         0.        ],Dogs
7055,[0.         0.         0.         ... 0.00246378 0.         0.        ],Cats
7056,[0. 0. 0. ... 0. 0. 0.],Cats
7057,[0. 0. 0. ... 0. 0. 0.],Dogs
7058,[0.00027222 0.         0.         ... 0.         0.         0.        ],Cats
7059,[0.00091544 0.         0.         ... 0.         0.         0.00536461],Cats
7060,[0. 0. 0. ... 0. 0. 0.],Dogs
7061,[0.         0.         0.         ... 0.         0.         0.02113192],Cats
7062,[0. 0. 0. ... 0. 0. 0.],Dogs
7063,[0. 0. 0. ... 0. 0. 0.],Cats
7064,[0. 0. 0. ... 0. 0. 0.],Cats
7065,[0. 0. 0. ... 0. 0. 0.],Dogs
7066,[0. 0. 0. ... 0. 0. 0.],Dogs
7067,[0. 0. 0. ... 0. 0. 0.],Dogs
7068,[0. 0. 0. ... 0. 0. 0.],Dogs
7069,[0. 0. 0. ... 0. 0. 0.],Dogs
7070,[0. 0. 0. ... 0. 0. 0.],Cats
7071,[0.         0.         0.         ... 0.00453331 0.         0.        ],Dogs
7072,[0.         0.         0.         ... 0.         0.00450048 0.        ],Dogs
7073,[0. 0. 0. ... 0. 0. 0.],Dogs
7074,[0. 0. 0. ... 0. 0. 0.],Dogs
7075,[0. 0. 0. ... 0. 0. 0.],Dogs
7076,[0. 0. 0. ... 0. 0. 0.],Dogs
7077,[0.         0.         0.         ... 0.00666128 0.00142116 0.01079868],Dogs
7078,[0.         0.         0.         ... 0.         0.0022602  0.00326971],Dogs
7079,[0.         0.         0.         ... 0.00027512 0.         0.        ],Cats
7080,[0.         0.         0.         ... 0.00495163 0.         0.        ],Cats
7081,[0. 0. 0. ... 0. 0. 0.],Cats
7082,[0.         0.         0.         ... 0.         0.         0.00398592],Dogs
7083,[0. 0. 0. ... 0. 0. 0.],Dogs
7084,[0.0011364 0.        0.        ... 0.        0.        0.       ],Cats
7085,[0.         0.         0.         ... 0.         0.         0.00795584],Cats
7086,[0.         0.         0.         ... 0.         0.         0.00434842],Dogs
7087,[0.         0.         0.         ... 0.         0.00144958 0.00117549],Cats
7088,[0.         0.         0.         ... 0.         0.00428912 0.        ],Cats
7089,[0. 0. 0. ... 0. 0. 0.],Dogs
7090,[0. 0. 0. ... 0. 0. 0.],Cats
7091,[0. 0. 0. ... 0. 0. 0.],Cats
7092,[0. 0. 0. ... 0. 0. 0.],Cats
7093,[0.         0.         0.         ... 0.         0.00542039 0.        ],Dogs
7094,[0. 0. 0. ... 0. 0. 0.],Dogs
7095,[0.         0.         0.         ... 0.00428666 0.00020528 0.        ],Dogs
7096,[0.         0.         0.         ... 0.01123782 0.         0.        ],Dogs
7097,[0. 0. 0. ... 0. 0. 0.],Cats
7098,[0. 0. 0. ... 0. 0. 0.],Dogs
7099,[0.         0.         0.         ... 0.00400717 0.         0.        ],Dogs
7100,[0.         0.         0.         ... 0.00589099 0.         0.        ],Cats
7101,[0. 0. 0. ... 0. 0. 0.],Dogs
7102,[0. 0. 0. ... 0. 0. 0.],Dogs
7103,[0. 0. 0. ... 0. 0. 0.],Cats
7104,[0.         0.         0.         ... 0.00028927 0.         0.00878312],Cats
7105,[0. 0. 0. ... 0. 0. 0.],Cats
7106,[0. 0. 0. ... 0. 0. 0.],Dogs
7107,[0. 0. 0. ... 0. 0. 0.],Cats
7108,[0. 0. 0. ... 0. 0. 0.],Dogs
7109,[0. 0. 0. ... 0. 0. 0.],Cats
7110,[0.         0.         0.         ... 0.00187372 0.         0.        ],Cats
7111,[0.         0.         0.         ... 0.01032578 0.         0.00327448],Dogs
7112,[0.         0.         0.         ... 0.01056148 0.         0.        ],Cats
7113,[0.         0.         0.         ... 0.         0.         0.00347394],Dogs
7114,[0.        0.        0.0001332 ... 0.        0.        0.       ],Cats
7115,[0. 0. 0. ... 0. 0. 0.],Dogs
7116,[0.         0.         0.         ... 0.         0.         0.00296599],Dogs
7117,[0. 0. 0. ... 0. 0. 0.],Cats
7118,[0.         0.         0.         ... 0.01211763 0.         0.        ],Dogs
7119,[0. 0. 0. ... 0. 0. 0.],Cats
7120,[0.004108   0.00547276 0.         ... 0.         0.         0.        ],Cats
7121,[0. 0. 0. ... 0. 0. 0.],Cats
7122,[0.         0.         0.         ... 0.00012123 0.         0.        ],Dogs
7123,[0.         0.         0.         ... 0.00339682 0.         0.        ],Cats
7124,[0. 0. 0. ... 0. 0. 0.],Cats
7125,[0.00433132 0.         0.         ... 0.         0.00459633 0.00809958],Cats
7126,[0.         0.         0.         ... 0.00484814 0.         0.        ],Cats
7127,[0.         0.00203278 0.         ... 0.         0.         0.        ],Dogs
7128,[0. 0. 0. ... 0. 0. 0.],Dogs
7129,[0.         0.         0.         ... 0.         0.00231526 0.        ],Cats
7130,[0. 0. 0. ... 0. 0. 0.],Dogs
7131,[0. 0. 0. ... 0. 0. 0.],Cats
7132,[0. 0. 0. ... 0. 0. 0.],Dogs
7133,[0. 0. 0. ... 0. 0. 0.],Dogs
7134,[0.         0.         0.         ... 0.00138025 0.         0.        ],Dogs
7135,[0.         0.         0.         ... 0.01418426 0.         0.        ],Cats
7136,[0.         0.         0.         ... 0.00565892 0.         0.00054721],Cats
7137,[0. 0. 0. ... 0. 0. 0.],Dogs
7138,[0. 0. 0. ... 0. 0. 0.],Dogs
7139,[0. 0. 0. ... 0. 0. 0.],Dogs
7140,[0. 0. 0. ... 0. 0. 0.],Cats
7141,[0.         0.00021934 0.         ... 0.         0.         0.        ],Cats
7142,[0. 0. 0. ... 0. 0. 0.],Cats
7143,[0. 0. 0. ... 0. 0. 0.],Cats
7144,[0.         0.         0.         ... 0.         0.         0.00342826],Dogs
7145,[0. 0. 0. ... 0. 0. 0.],Dogs
7146,[0. 0. 0. ... 0. 0. 0.],Dogs
7147,[0. 0. 0. ... 0. 0. 0.],Dogs
7148,[0. 0. 0. ... 0. 0. 0.],Cats
7149,[0.         0.00186803 0.         ... 0.         0.         0.        ],Cats
7150,[0. 0. 0. ... 0. 0. 0.],Cats
7151,[0.         0.         0.         ... 0.         0.         0.00191628],Cats
7152,[0. 0. 0. ... 0. 0. 0.],Cats
7153,[0.00260547 0.         0.         ... 0.         0.         0.        ],Cats
7154,[0. 0. 0. ... 0. 0. 0.],Cats
7155,[0.         0.         0.00191907 ... 0.         0.         0.        ],Cats
7156,[0. 0. 0. ... 0. 0. 0.],Cats
7157,[0.         0.         0.         ... 0.00025499 0.         0.        ],Dogs
7158,[0.         0.         0.00112843 ... 0.         0.         0.        ],Dogs
7159,[0.         0.         0.         ... 0.         0.         0.00138677],Dogs
7160,[0. 0. 0. ... 0. 0. 0.],Dogs
7161,[0. 0. 0. ... 0. 0. 0.],Cats
7162,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 2.40962665e-05 0.00000000e+00]",Cats
7163,[0.         0.         0.         ... 0.         0.         0.01567999],Dogs
7164,[0. 0. 0. ... 0. 0. 0.],Dogs
7165,[0.         0.         0.         ... 0.00654592 0.         0.        ],Cats
7166,[0.00126428 0.         0.         ... 0.         0.         0.        ],Cats
7167,[0.        0.0004426 0.        ... 0.        0.        0.       ],Dogs
7168,[0. 0. 0. ... 0. 0. 0.],Dogs
7169,[0. 0. 0. ... 0. 0. 0.],Cats
7170,[0. 0. 0. ... 0. 0. 0.],Dogs
7171,[0. 0. 0. ... 0. 0. 0.],Dogs
7172,[0.         0.         0.         ... 0.         0.         0.00074916],Dogs
7173,[0.         0.         0.         ... 0.01038351 0.00910947 0.        ],Cats
7174,[0. 0. 0. ... 0. 0. 0.],Cats
7175,[0. 0. 0. ... 0. 0. 0.],Dogs
7176,[0. 0. 0. ... 0. 0. 0.],Cats
7177,[0. 0. 0. ... 0. 0. 0.],Dogs
7178,[0. 0. 0. ... 0. 0. 0.],Dogs
7179,[0.         0.         0.         ... 0.00150357 0.         0.        ],Dogs
7180,[0. 0. 0. ... 0. 0. 0.],Dogs
7181,[0. 0. 0. ... 0. 0. 0.],Cats
7182,[0. 0. 0. ... 0. 0. 0.],Dogs
7183,[0.         0.         0.         ... 0.02768894 0.         0.        ],Cats
7184,[0. 0. 0. ... 0. 0. 0.],Cats
7185,[0. 0. 0. ... 0. 0. 0.],Cats
7186,[0. 0. 0. ... 0. 0. 0.],Cats
7187,[0. 0. 0. ... 0. 0. 0.],Dogs
7188,[0.         0.00204009 0.         ... 0.         0.         0.        ],Cats
7189,[0. 0. 0. ... 0. 0. 0.],Dogs
7190,[0. 0. 0. ... 0. 0. 0.],Dogs
7191,[0. 0. 0. ... 0. 0. 0.],Dogs
7192,[0.         0.         0.         ... 0.00942907 0.         0.        ],Cats
7193,[0. 0. 0. ... 0. 0. 0.],Dogs
7194,[0. 0. 0. ... 0. 0. 0.],Cats
7195,[0. 0. 0. ... 0. 0. 0.],Dogs
7196,[0. 0. 0. ... 0. 0. 0.],Cats
7197,[0. 0. 0. ... 0. 0. 0.],Cats
7198,[0. 0. 0. ... 0. 0. 0.],Dogs
7199,[0.         0.         0.         ... 0.00608539 0.         0.        ],Cats
7200,[0. 0. 0. ... 0. 0. 0.],Cats
7201,[0.         0.         0.         ... 0.00175644 0.         0.        ],Cats
7202,[0. 0. 0. ... 0. 0. 0.],Dogs
7203,[0. 0. 0. ... 0. 0. 0.],Cats
7204,[0. 0. 0. ... 0. 0. 0.],Dogs
7205,[0. 0. 0. ... 0. 0. 0.],Dogs
7206,[0. 0. 0. ... 0. 0. 0.],Dogs
7207,[0. 0. 0. ... 0. 0. 0.],Dogs
7208,[0. 0. 0. ... 0. 0. 0.],Dogs
7209,[0. 0. 0. ... 0. 0. 0.],Dogs
7210,[0. 0. 0. ... 0. 0. 0.],Cats
7211,[0. 0. 0. ... 0. 0. 0.],Cats
7212,[0.00352453 0.         0.         ... 0.         0.         0.        ],Cats
7213,[0. 0. 0. ... 0. 0. 0.],Cats
7214,[0. 0. 0. ... 0. 0. 0.],Cats
7215,[0.        0.        0.        ... 0.        0.        0.0013583],Cats
7216,[0.00301502 0.         0.         ... 0.         0.         0.        ],Cats
7217,[0. 0. 0. ... 0. 0. 0.],Dogs
7218,[0.         0.         0.         ... 0.         0.00074618 0.        ],Cats
7219,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 2.16567555e-05]",Cats
7220,[0. 0. 0. ... 0. 0. 0.],Cats
7221,[0.         0.         0.         ... 0.         0.00241613 0.        ],Cats
7222,[0. 0. 0. ... 0. 0. 0.],Cats
7223,[0. 0. 0. ... 0. 0. 0.],Dogs
7224,[0. 0. 0. ... 0. 0. 0.],Cats
7225,[0. 0. 0. ... 0. 0. 0.],Cats
7226,[0. 0. 0. ... 0. 0. 0.],Dogs
7227,[0. 0. 0. ... 0. 0. 0.],Dogs
7228,[0. 0. 0. ... 0. 0. 0.],Cats
7229,[0. 0. 0. ... 0. 0. 0.],Dogs
7230,[0. 0. 0. ... 0. 0. 0.],Dogs
7231,[0. 0. 0. ... 0. 0. 0.],Dogs
7232,[0. 0. 0. ... 0. 0. 0.],Cats
7233,[0.         0.00031668 0.         ... 0.         0.         0.        ],Cats
7234,[0.         0.         0.         ... 0.00161454 0.         0.        ],Dogs
7235,[0. 0. 0. ... 0. 0. 0.],Dogs
7236,[0. 0. 0. ... 0. 0. 0.],Cats
7237,[0. 0. 0. ... 0. 0. 0.],Cats
7238,[0. 0. 0. ... 0. 0. 0.],Dogs
7239,[0.         0.         0.         ... 0.         0.         0.00080304],Dogs
7240,[0.        0.        0.        ... 0.0071771 0.        0.       ],Cats
7241,[0. 0. 0. ... 0. 0. 0.],Dogs
7242,[0. 0. 0. ... 0. 0. 0.],Cats
7243,[0. 0. 0. ... 0. 0. 0.],Dogs
7244,[0.         0.         0.         ... 0.00228902 0.         0.        ],Cats
7245,[0.         0.         0.         ... 0.         0.         0.00906848],Dogs
7246,[0. 0. 0. ... 0. 0. 0.],Cats
7247,[0.        0.        0.        ... 0.0005494 0.        0.       ],Cats
7248,[0. 0. 0. ... 0. 0. 0.],Cats
7249,[0. 0. 0. ... 0. 0. 0.],Dogs
7250,[0.00148065 0.         0.         ... 0.0002514  0.         0.        ],Dogs
7251,[0. 0. 0. ... 0. 0. 0.],Cats
7252,[0. 0. 0. ... 0. 0. 0.],Dogs
7253,[0. 0. 0. ... 0. 0. 0.],Dogs
7254,[0. 0. 0. ... 0. 0. 0.],Cats
7255,[0. 0. 0. ... 0. 0. 0.],Cats
7256,[0. 0. 0. ... 0. 0. 0.],Dogs
7257,"[0.00000000e+00 0.00000000e+00 7.19932049e-05 ... 3.16700032e-03
 0.00000000e+00 0.00000000e+00]",Dogs
7258,[0. 0. 0. ... 0. 0. 0.],Dogs
7259,[0. 0. 0. ... 0. 0. 0.],Dogs
7260,[0.         0.00292609 0.         ... 0.         0.         0.        ],Dogs
7261,[0. 0. 0. ... 0. 0. 0.],Cats
7262,[0.         0.         0.         ... 0.00280867 0.         0.        ],Dogs
7263,[0. 0. 0. ... 0. 0. 0.],Cats
7264,[0. 0. 0. ... 0. 0. 0.],Cats
7265,[0. 0. 0. ... 0. 0. 0.],Dogs
7266,[0. 0. 0. ... 0. 0. 0.],Dogs
7267,[0. 0. 0. ... 0. 0. 0.],Dogs
7268,[0.        0.        0.        ... 0.        0.        0.0012106],Cats
7269,[0.         0.00080868 0.         ... 0.         0.         0.        ],Dogs
7270,[0. 0. 0. ... 0. 0. 0.],Dogs
7271,[0.         0.         0.         ... 0.         0.         0.00090589],Cats
7272,[0. 0. 0. ... 0. 0. 0.],Cats
7273,[0. 0. 0. ... 0. 0. 0.],Dogs
7274,[0. 0. 0. ... 0. 0. 0.],Cats
7275,[0. 0. 0. ... 0. 0. 0.],Cats
7276,[0.         0.         0.         ... 0.00512397 0.         0.02559995],Cats
7277,[0. 0. 0. ... 0. 0. 0.],Cats
7278,[0.00628291 0.         0.         ... 0.02736834 0.         0.00695718],Cats
7279,[0. 0. 0. ... 0. 0. 0.],Cats
7280,[0.         0.         0.         ... 0.         0.         0.00578503],Cats
7281,[0.         0.         0.         ... 0.00611512 0.00391207 0.        ],Dogs
7282,[0. 0. 0. ... 0. 0. 0.],Cats
7283,[0.00312643 0.         0.         ... 0.         0.         0.        ],Dogs
7284,[0. 0. 0. ... 0. 0. 0.],Cats
7285,[0. 0. 0. ... 0. 0. 0.],Dogs
7286,[0.         0.         0.         ... 0.01375295 0.         0.        ],Cats
7287,[0. 0. 0. ... 0. 0. 0.],Dogs
7288,[0. 0. 0. ... 0. 0. 0.],Cats
7289,[0.         0.         0.         ... 0.         0.         0.00134603],Cats
7290,"[1.4866316e-05 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",Cats
7291,[0.         0.         0.         ... 0.         0.00096043 0.        ],Dogs
7292,[0.         0.         0.         ... 0.00129659 0.         0.        ],Cats
7293,[0. 0. 0. ... 0. 0. 0.],Dogs
7294,[0. 0. 0. ... 0. 0. 0.],Dogs
7295,[0. 0. 0. ... 0. 0. 0.],Dogs
7296,[0. 0. 0. ... 0. 0. 0.],Dogs
7297,[0.         0.00067125 0.         ... 0.0042862  0.         0.        ],Cats
7298,[0. 0. 0. ... 0. 0. 0.],Cats
7299,[0.         0.00536948 0.         ... 0.         0.         0.        ],Cats
7300,[0.       0.       0.       ... 0.       0.005407 0.      ],Cats
7301,[0.         0.         0.         ... 0.         0.         0.01235572],Cats
7302,[0. 0. 0. ... 0. 0. 0.],Dogs
7303,[0. 0. 0. ... 0. 0. 0.],Cats
7304,[0. 0. 0. ... 0. 0. 0.],Dogs
7305,[0. 0. 0. ... 0. 0. 0.],Cats
7306,[0. 0. 0. ... 0. 0. 0.],Dogs
7307,[0. 0. 0. ... 0. 0. 0.],Cats
7308,[0.         0.         0.         ... 0.         0.         0.00564537],Cats
7309,[0. 0. 0. ... 0. 0. 0.],Dogs
7310,[0.         0.         0.         ... 0.         0.         0.01276989],Dogs
7311,[0. 0. 0. ... 0. 0. 0.],Cats
7312,[0.         0.         0.         ... 0.         0.00221266 0.        ],Cats
7313,[0.         0.         0.00358225 ... 0.         0.         0.01049928],Dogs
7314,[0.         0.00045995 0.         ... 0.         0.         0.        ],Dogs
7315,[0.         0.         0.         ... 0.02990224 0.         0.00101418],Dogs
7316,[0. 0. 0. ... 0. 0. 0.],Cats
7317,[0.         0.         0.         ... 0.         0.         0.00196247],Cats
7318,[0. 0. 0. ... 0. 0. 0.],Cats
7319,[0.         0.         0.         ... 0.00851495 0.         0.        ],Cats
7320,[0. 0. 0. ... 0. 0. 0.],Dogs
7321,[0. 0. 0. ... 0. 0. 0.],Cats
7322,[0. 0. 0. ... 0. 0. 0.],Dogs
7323,[0.         0.         0.00382378 ... 0.         0.         0.        ],Cats
7324,[0. 0. 0. ... 0. 0. 0.],Cats
7325,[0.         0.         0.         ... 0.         0.         0.00124991],Cats
7326,[0. 0. 0. ... 0. 0. 0.],Cats
7327,[0. 0. 0. ... 0. 0. 0.],Dogs
7328,[0.         0.         0.         ... 0.01106631 0.         0.00650007],Cats
7329,[0.         0.         0.         ... 0.00101535 0.         0.        ],Cats
7330,[0. 0. 0. ... 0. 0. 0.],Cats
7331,[0.         0.00893069 0.         ... 0.         0.         0.00173739],Cats
7332,[0. 0. 0. ... 0. 0. 0.],Dogs
7333,[0. 0. 0. ... 0. 0. 0.],Cats
7334,[0. 0. 0. ... 0. 0. 0.],Dogs
7335,[0. 0. 0. ... 0. 0. 0.],Cats
7336,[0.00950985 0.         0.         ... 0.         0.         0.        ],Dogs
7337,[0. 0. 0. ... 0. 0. 0.],Cats
7338,[0.         0.         0.         ... 0.00690411 0.         0.        ],Dogs
7339,[0. 0. 0. ... 0. 0. 0.],Cats
7340,[0. 0. 0. ... 0. 0. 0.],Dogs
7341,[0. 0. 0. ... 0. 0. 0.],Cats
7342,"[0.00000000e+00 4.86399294e-05 2.27318219e-03 ... 3.59531054e-03
 0.00000000e+00 0.00000000e+00]",Cats
7343,[0. 0. 0. ... 0. 0. 0.],Cats
7344,[0. 0. 0. ... 0. 0. 0.],Dogs
7345,[0.         0.         0.00045043 ... 0.         0.         0.00131529],Cats
7346,[0. 0. 0. ... 0. 0. 0.],Dogs
7347,[0. 0. 0. ... 0. 0. 0.],Cats
7348,[0. 0. 0. ... 0. 0. 0.],Dogs
7349,[0.         0.         0.         ... 0.         0.         0.00346567],Dogs
7350,[0.         0.00031603 0.         ... 0.         0.         0.        ],Dogs
7351,[0.         0.         0.         ... 0.         0.         0.00088869],Dogs
7352,[0.         0.         0.         ... 0.00115701 0.         0.        ],Cats
7353,[0. 0. 0. ... 0. 0. 0.],Cats
7354,[0.         0.         0.         ... 0.00330992 0.         0.        ],Cats
7355,[0.         0.         0.         ... 0.00044761 0.         0.        ],Dogs
7356,[0. 0. 0. ... 0. 0. 0.],Dogs
7357,[0. 0. 0. ... 0. 0. 0.],Cats
7358,[0.01080315 0.         0.         ... 0.005771   0.         0.        ],Cats
7359,[0.01865958 0.         0.         ... 0.         0.         0.        ],Dogs
7360,[0. 0. 0. ... 0. 0. 0.],Dogs
7361,[0.00137886 0.         0.00302925 ... 0.         0.         0.01376188],Dogs
7362,"[0.00000000e+00 8.60473821e-06 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Dogs
7363,[0. 0. 0. ... 0. 0. 0.],Cats
7364,[0. 0. 0. ... 0. 0. 0.],Dogs
7365,[0. 0. 0. ... 0. 0. 0.],Dogs
7366,[0. 0. 0. ... 0. 0. 0.],Dogs
7367,[0. 0. 0. ... 0. 0. 0.],Dogs
7368,[0. 0. 0. ... 0. 0. 0.],Dogs
7369,[0.         0.00119834 0.         ... 0.         0.         0.        ],Dogs
7370,[0. 0. 0. ... 0. 0. 0.],Cats
7371,[0. 0. 0. ... 0. 0. 0.],Dogs
7372,[0.         0.         0.         ... 0.00285514 0.         0.        ],Dogs
7373,[0. 0. 0. ... 0. 0. 0.],Dogs
7374,[0. 0. 0. ... 0. 0. 0.],Dogs
7375,[0.         0.         0.         ... 0.00213114 0.         0.        ],Cats
7376,[0. 0. 0. ... 0. 0. 0.],Cats
7377,[0. 0. 0. ... 0. 0. 0.],Cats
7378,[0.         0.         0.         ... 0.         0.         0.00205389],Cats
7379,[0.         0.         0.         ... 0.00767331 0.         0.        ],Dogs
7380,[0. 0. 0. ... 0. 0. 0.],Dogs
7381,[0. 0. 0. ... 0. 0. 0.],Dogs
7382,[0.         0.         0.         ... 0.00235662 0.         0.        ],Dogs
7383,[0.         0.00011354 0.         ... 0.01396275 0.         0.00239303],Cats
7384,[0. 0. 0. ... 0. 0. 0.],Cats
7385,[0.0010909  0.         0.         ... 0.00723647 0.         0.        ],Dogs
7386,[0. 0. 0. ... 0. 0. 0.],Cats
7387,[0. 0. 0. ... 0. 0. 0.],Dogs
7388,[0. 0. 0. ... 0. 0. 0.],Dogs
7389,[0.        0.        0.        ... 0.        0.        0.0029795],Cats
7390,[0. 0. 0. ... 0. 0. 0.],Dogs
7391,[0.         0.         0.         ... 0.00578719 0.         0.        ],Dogs
7392,[0. 0. 0. ... 0. 0. 0.],Dogs
7393,[0. 0. 0. ... 0. 0. 0.],Dogs
